timestamp,bucket,_measurement,_field,value
2025-01-05T00:52:28,1_2_7,battery,value,48.75
2025-01-05T00:52:28,1_3_10,battery,value,98.82
2025-01-05T00:53:36,1_2_7,battery,value,48.71
2025-01-05T00:53:36,1_3_10,battery,value,98.79
2025-01-05T00:55:06,1_2_7,battery,value,48.68
2025-01-05T00:55:06,1_3_10,battery,value,98.77
2025-01-05T00:56:30,1_2_7,battery,value,48.63
2025-01-05T00:56:30,1_3_10,battery,value,98.73
2025-01-05T00:57:36,1_2_7,battery,value,48.59
2025-01-05T00:57:36,1_3_10,battery,value,98.68
2025-01-05T00:58:40,1_2_7,battery,value,48.57
2025-01-05T00:58:40,1_3_10,battery,value,98.64
2025-01-05T00:59:52,1_2_7,battery,value,48.54
2025-01-05T00:59:52,1_3_10,battery,value,98.59
2025-01-05T01:01:06,1_2_7,battery,value,48.52
2025-01-05T01:01:06,1_3_10,battery,value,98.58
2025-01-05T01:02:27,1_2_7,battery,value,48.5
2025-01-05T01:02:27,1_3_10,battery,value,98.54
2025-01-05T01:03:42,1_2_7,battery,value,48.46
2025-01-05T01:03:42,1_3_10,battery,value,98.52
2025-01-05T01:05:09,1_2_7,battery,value,48.42
2025-01-05T01:05:09,1_3_10,battery,value,98.49
2025-01-05T01:06:29,1_2_7,battery,value,48.38
2025-01-05T01:06:29,1_3_10,battery,value,98.46
2025-01-05T01:07:44,1_2_7,battery,value,48.33
2025-01-05T01:07:44,1_3_10,battery,value,98.43
2025-01-05T01:09:01,1_2_7,battery,value,48.31
2025-01-05T01:09:01,1_3_10,battery,value,98.41
2025-01-05T01:10:11,1_2_7,battery,value,48.28
2025-01-05T01:10:11,1_3_10,battery,value,98.36
2025-01-05T01:11:32,1_2_7,battery,value,48.26
2025-01-05T01:11:32,1_3_10,battery,value,98.31
2025-01-05T01:12:57,1_2_7,battery,value,48.21
2025-01-05T01:12:57,1_3_10,battery,value,98.3
2025-01-05T01:14:15,1_2_7,battery,value,48.19
2025-01-05T01:14:15,1_3_10,battery,value,98.27
2025-01-05T01:15:34,1_2_7,battery,value,48.17
2025-01-05T01:15:34,1_3_10,battery,value,98.24
2025-01-05T01:17:00,1_2_7,battery,value,48.14
2025-01-05T01:17:00,1_3_10,battery,value,98.23
2025-01-05T01:18:18,1_2_7,battery,value,48.09
2025-01-05T01:18:18,1_3_10,battery,value,98.18
2025-01-05T01:19:32,1_2_7,battery,value,48.06
2025-01-05T01:19:32,1_3_10,battery,value,98.14
2025-01-05T01:20:43,1_2_7,battery,value,48.02
2025-01-05T01:20:43,1_3_10,battery,value,98.13
2025-01-05T01:21:52,1_2_7,battery,value,48.0
2025-01-05T01:21:52,1_3_10,battery,value,98.1
2025-01-05T01:22:52,1_2_7,battery,value,47.98
2025-01-05T01:22:52,1_3_10,battery,value,98.09
2025-01-05T01:24:16,1_2_7,battery,value,47.97
2025-01-05T01:24:16,1_3_10,battery,value,98.06
2025-01-05T01:25:21,1_2_7,battery,value,47.94
2025-01-05T01:25:21,1_3_10,battery,value,98.04
2025-01-05T01:26:22,1_2_7,battery,value,47.93
2025-01-05T01:26:22,1_3_10,battery,value,98.0
2025-01-05T01:27:43,1_2_7,battery,value,47.88
2025-01-05T01:27:43,1_3_10,battery,value,97.95
2025-01-05T01:29:05,1_2_7,battery,value,47.87
2025-01-05T01:29:05,1_3_10,battery,value,97.93
2025-01-05T01:30:32,1_2_7,battery,value,47.82
2025-01-05T01:30:32,1_3_10,battery,value,97.89
2025-01-05T01:31:43,1_2_7,battery,value,47.78
2025-01-05T01:31:43,1_3_10,battery,value,97.85
2025-01-05T01:33:13,1_2_7,battery,value,47.77
2025-01-05T01:33:13,1_3_10,battery,value,97.81
2025-01-05T01:34:36,1_2_7,battery,value,47.75
2025-01-05T01:34:36,1_3_10,battery,value,97.79
2025-01-05T01:36:01,1_2_7,battery,value,47.73
2025-01-05T01:36:01,1_3_10,battery,value,97.75
2025-01-05T01:37:19,1_2_7,battery,value,47.71
2025-01-05T01:37:19,1_3_10,battery,value,97.7
2025-01-05T01:38:32,1_2_7,battery,value,47.67
2025-01-05T01:38:32,1_3_10,battery,value,97.66
2025-01-05T01:39:52,1_2_7,battery,value,47.64
2025-01-05T01:39:52,1_3_10,battery,value,97.61
2025-01-05T01:41:03,1_2_7,battery,value,47.62
2025-01-05T01:41:03,1_3_10,battery,value,97.6
2025-01-05T01:42:27,1_2_7,battery,value,47.57
2025-01-05T01:42:27,1_3_10,battery,value,97.56
2025-01-05T01:43:43,1_2_7,battery,value,47.53
2025-01-05T01:43:43,1_3_10,battery,value,97.53
2025-01-05T01:45:05,1_2_7,battery,value,47.52
2025-01-05T01:45:05,1_3_10,battery,value,97.5
2025-01-05T01:46:30,1_2_7,battery,value,47.49
2025-01-05T01:46:30,1_3_10,battery,value,97.48
2025-01-05T01:47:47,1_2_7,battery,value,47.46
2025-01-05T01:47:47,1_3_10,battery,value,97.45
2025-01-05T01:49:12,1_2_7,battery,value,47.42
2025-01-05T01:49:12,1_3_10,battery,value,97.42
2025-01-05T01:50:35,1_2_7,battery,value,47.39
2025-01-05T01:50:35,1_3_10,battery,value,97.41
2025-01-05T01:51:39,1_2_7,battery,value,47.34
2025-01-05T01:51:39,1_3_10,battery,value,97.37
2025-01-05T01:52:45,1_2_7,battery,value,47.32
2025-01-05T01:52:45,1_3_10,battery,value,97.36
2025-01-05T01:54:13,1_2_7,battery,value,47.29
2025-01-05T01:54:13,1_3_10,battery,value,97.33
2025-01-05T01:55:23,1_2_7,battery,value,47.28
2025-01-05T01:55:23,1_3_10,battery,value,97.31
2025-01-05T01:56:46,1_2_7,battery,value,47.25
2025-01-05T01:56:46,1_3_10,battery,value,97.28
2025-01-05T01:57:55,1_2_7,battery,value,47.23
2025-01-05T01:57:55,1_3_10,battery,value,97.25
2025-01-05T01:59:23,1_2_7,battery,value,47.2
2025-01-05T01:59:23,1_3_10,battery,value,97.22
2025-01-05T02:00:49,1_2_7,battery,value,47.8
2025-01-05T02:00:49,1_3_10,battery,value,97.87
2025-01-05T02:01:51,1_2_7,battery,value,48.45
2025-01-05T02:01:51,1_3_10,battery,value,98.62
2025-01-05T02:03:01,1_2_7,battery,value,49.19
2025-01-05T02:03:01,1_3_10,battery,value,99.44
2025-01-05T02:04:14,1_2_7,battery,value,49.7
2025-01-05T02:04:14,1_3_10,battery,value,100.0
2025-01-05T02:05:16,1_2_7,battery,value,50.22
2025-01-05T02:05:16,1_3_10,battery,value,100.0
2025-01-05T02:06:24,1_2_7,battery,value,50.83
2025-01-05T02:06:24,1_3_10,battery,value,100.0
2025-01-05T02:07:35,1_2_7,battery,value,51.52
2025-01-05T02:07:35,1_3_10,battery,value,100.0
2025-01-05T02:08:57,1_2_7,battery,value,52.1
2025-01-05T02:08:57,1_3_10,battery,value,100.0
2025-01-05T02:09:57,1_2_7,battery,value,52.8
2025-01-05T02:09:57,1_3_10,battery,value,100.0
2025-01-05T02:11:21,1_2_7,battery,value,53.39
2025-01-05T02:11:21,1_3_10,battery,value,100.0
2025-01-05T02:12:37,1_2_7,battery,value,54.24
2025-01-05T02:12:37,1_3_10,battery,value,100.0
2025-01-05T02:13:47,1_2_7,battery,value,54.81
2025-01-05T02:13:47,1_3_10,battery,value,100.0
2025-01-05T02:15:15,1_2_7,battery,value,55.49
2025-01-05T02:15:15,1_3_10,battery,value,100.0
2025-01-05T02:16:25,1_2_7,battery,value,56.25
2025-01-05T02:16:25,1_3_10,battery,value,100.0
2025-01-05T02:17:41,1_2_7,battery,value,57.04
2025-01-05T02:17:41,1_3_10,battery,value,100.0
2025-01-05T02:18:58,1_2_7,battery,value,57.89
2025-01-05T02:18:58,1_3_10,battery,value,100.0
2025-01-05T02:20:14,1_2_7,battery,value,58.8
2025-01-05T02:20:14,1_3_10,battery,value,100.0
2025-01-05T02:21:25,1_2_7,battery,value,59.39
2025-01-05T02:21:25,1_3_10,battery,value,100.0
2025-01-05T02:22:41,1_2_7,battery,value,59.99
2025-01-05T02:22:41,1_3_10,battery,value,100.0
2025-01-05T02:23:41,1_2_7,battery,value,60.65
2025-01-05T02:23:41,1_3_10,battery,value,100.0
2025-01-05T02:24:44,1_2_7,battery,value,61.61
2025-01-05T02:24:44,1_3_10,battery,value,100.0
2025-01-05T02:26:04,1_2_7,battery,value,62.32
2025-01-05T02:26:04,1_3_10,battery,value,100.0
2025-01-05T02:27:12,1_2_7,battery,value,62.9
2025-01-05T02:27:12,1_3_10,battery,value,100.0
2025-01-05T02:28:22,1_2_7,battery,value,63.53
2025-01-05T02:28:22,1_3_10,battery,value,100.0
2025-01-05T02:29:44,1_2_7,battery,value,64.28
2025-01-05T02:29:44,1_3_10,battery,value,100.0
2025-01-05T02:30:59,1_2_7,battery,value,64.8
2025-01-05T02:30:59,1_3_10,battery,value,100.0
2025-01-05T02:32:13,1_2_7,battery,value,65.62
2025-01-05T02:32:13,1_3_10,battery,value,100.0
2025-01-05T02:33:28,1_2_7,battery,value,66.15
2025-01-05T02:33:28,1_3_10,battery,value,100.0
2025-01-05T02:34:49,1_2_7,battery,value,66.85
2025-01-05T02:34:49,1_3_10,battery,value,100.0
2025-01-05T02:36:18,1_2_7,battery,value,67.43
2025-01-05T02:36:18,1_3_10,battery,value,100.0
2025-01-05T02:37:33,1_2_7,battery,value,67.98
2025-01-05T02:37:33,1_3_10,battery,value,100.0
2025-01-05T02:38:36,1_2_7,battery,value,68.96
2025-01-05T02:38:36,1_3_10,battery,value,100.0
2025-01-05T02:39:38,1_2_7,battery,value,69.66
2025-01-05T02:39:38,1_3_10,battery,value,100.0
2025-01-05T02:40:56,1_2_7,battery,value,70.55
2025-01-05T02:40:56,1_3_10,battery,value,100.0
2025-01-05T02:42:14,1_2_7,battery,value,71.27
2025-01-05T02:42:14,1_3_10,battery,value,100.0
2025-01-05T02:43:44,1_2_7,battery,value,71.95
2025-01-05T02:43:44,1_3_10,battery,value,100.0
2025-01-05T02:44:50,1_2_7,battery,value,72.64
2025-01-05T02:44:50,1_3_10,battery,value,100.0
2025-01-05T02:46:10,1_2_7,battery,value,73.47
2025-01-05T02:46:10,1_3_10,battery,value,100.0
2025-01-05T02:47:13,1_2_7,battery,value,74.22
2025-01-05T02:47:13,1_3_10,battery,value,100.0
2025-01-05T02:48:23,1_2_7,battery,value,74.8
2025-01-05T02:48:23,1_3_10,battery,value,100.0
2025-01-05T02:49:33,1_2_7,battery,value,75.54
2025-01-05T02:49:33,1_3_10,battery,value,100.0
2025-01-05T02:50:48,1_2_7,battery,value,76.16
2025-01-05T02:50:48,1_3_10,battery,value,100.0
2025-01-05T02:52:16,1_2_7,battery,value,76.93
2025-01-05T02:52:16,1_3_10,battery,value,100.0
2025-01-05T02:53:17,1_2_7,battery,value,77.5
2025-01-05T02:53:17,1_3_10,battery,value,100.0
2025-01-05T02:54:44,1_2_7,battery,value,78.24
2025-01-05T02:54:44,1_3_10,battery,value,100.0
2025-01-05T02:56:14,1_2_7,battery,value,79.1
2025-01-05T02:56:14,1_3_10,battery,value,100.0
2025-01-05T02:57:19,1_2_7,battery,value,79.96
2025-01-05T02:57:19,1_3_10,battery,value,100.0
2025-01-05T02:58:42,1_2_7,battery,value,80.55
2025-01-05T02:58:42,1_3_10,battery,value,100.0
2025-01-05T02:59:57,1_2_7,battery,value,81.13
2025-01-05T02:59:57,1_3_10,battery,value,100.0
2025-01-05T03:01:27,1_2_7,battery,value,81.8
2025-01-05T03:01:27,1_3_10,battery,value,100.0
2025-01-05T03:02:35,1_2_7,battery,value,82.74
2025-01-05T03:02:35,1_3_10,battery,value,100.0
2025-01-05T03:03:36,1_2_7,battery,value,83.45
2025-01-05T03:03:36,1_3_10,battery,value,100.0
2025-01-05T03:04:57,1_2_7,battery,value,84.14
2025-01-05T03:04:57,1_3_10,battery,value,100.0
2025-01-05T03:06:03,1_2_7,battery,value,84.75
2025-01-05T03:06:03,1_3_10,battery,value,100.0
2025-01-05T03:07:24,1_2_7,battery,value,85.48
2025-01-05T03:07:24,1_3_10,battery,value,100.0
2025-01-05T03:08:25,1_2_7,battery,value,86.31
2025-01-05T03:08:25,1_3_10,battery,value,100.0
2025-01-05T03:09:46,1_2_7,battery,value,87.19
2025-01-05T03:09:46,1_3_10,battery,value,100.0
2025-01-05T03:11:04,1_2_7,battery,value,87.94
2025-01-05T03:11:04,1_3_10,battery,value,100.0
2025-01-05T03:12:21,1_2_7,battery,value,88.66
2025-01-05T03:12:21,1_3_10,battery,value,100.0
2025-01-05T03:13:50,1_2_7,battery,value,89.43
2025-01-05T03:13:50,1_3_10,battery,value,100.0
2025-01-05T03:15:07,1_2_7,battery,value,90.22
2025-01-05T03:15:07,1_3_10,battery,value,100.0
2025-01-05T03:16:13,1_2_7,battery,value,91.03
2025-01-05T03:16:13,1_3_10,battery,value,100.0
2025-01-05T03:17:17,1_2_7,battery,value,91.97
2025-01-05T03:17:17,1_3_10,battery,value,100.0
2025-01-05T03:18:20,1_2_7,battery,value,92.57
2025-01-05T03:18:20,1_3_10,battery,value,100.0
2025-01-05T03:19:23,1_2_7,battery,value,93.46
2025-01-05T03:19:23,1_3_10,battery,value,100.0
2025-01-05T03:20:47,1_2_7,battery,value,94.25
2025-01-05T03:20:47,1_3_10,battery,value,100.0
2025-01-05T03:21:47,1_2_7,battery,value,94.83
2025-01-05T03:21:47,1_3_10,battery,value,100.0
2025-01-05T03:22:49,1_2_7,battery,value,95.48
2025-01-05T03:22:49,1_3_10,battery,value,100.0
2025-01-05T03:23:57,1_2_7,battery,value,96.26
2025-01-05T03:23:57,1_3_10,battery,value,100.0
2025-01-05T03:25:17,1_2_7,battery,value,97.25
2025-01-05T03:25:17,1_3_10,battery,value,100.0
2025-01-05T03:26:38,1_2_7,battery,value,98.02
2025-01-05T03:26:38,1_3_10,battery,value,100.0
2025-01-05T03:27:42,1_2_7,battery,value,98.8
2025-01-05T03:27:42,1_3_10,battery,value,100.0
2025-01-05T03:28:44,1_2_7,battery,value,99.63
2025-01-05T03:28:44,1_3_10,battery,value,100.0
2025-01-05T03:29:47,1_2_7,battery,value,100.0
2025-01-05T03:29:47,1_3_10,battery,value,100.0
2025-01-05T03:31:05,1_2_7,battery,value,100.0
2025-01-05T03:31:05,1_3_10,battery,value,100.0
2025-01-05T03:32:08,1_2_7,battery,value,100.0
2025-01-05T03:32:08,1_3_10,battery,value,100.0
2025-01-05T03:33:19,1_2_7,battery,value,100.0
2025-01-05T03:33:19,1_3_10,battery,value,100.0
2025-01-05T03:34:40,1_2_7,battery,value,100.0
2025-01-05T03:34:40,1_3_10,battery,value,100.0
2025-01-05T03:35:44,1_2_7,battery,value,100.0
2025-01-05T03:35:44,1_3_10,battery,value,100.0
2025-01-05T03:36:55,1_2_7,battery,value,100.0
2025-01-05T03:36:55,1_3_10,battery,value,100.0
2025-01-05T03:38:24,1_2_7,battery,value,100.0
2025-01-05T03:38:24,1_3_10,battery,value,100.0
2025-01-05T03:39:52,1_2_7,battery,value,100.0
2025-01-05T03:39:52,1_3_10,battery,value,100.0
2025-01-05T03:41:09,1_2_7,battery,value,100.0
2025-01-05T03:41:09,1_3_10,battery,value,100.0
2025-01-05T03:42:28,1_2_7,battery,value,100.0
2025-01-05T03:42:28,1_3_10,battery,value,100.0
2025-01-05T03:43:41,1_2_7,battery,value,100.0
2025-01-05T03:43:41,1_3_10,battery,value,100.0
2025-01-05T03:44:54,1_2_7,battery,value,100.0
2025-01-05T03:44:54,1_3_10,battery,value,100.0
2025-01-05T03:46:11,1_2_7,battery,value,100.0
2025-01-05T03:46:11,1_3_10,battery,value,100.0
2025-01-05T03:47:38,1_2_7,battery,value,100.0
2025-01-05T03:47:38,1_3_10,battery,value,100.0
2025-01-05T03:49:03,1_2_7,battery,value,100.0
2025-01-05T03:49:03,1_3_10,battery,value,100.0
2025-01-05T03:50:08,1_2_7,battery,value,100.0
2025-01-05T03:50:08,1_3_10,battery,value,100.0
2025-01-05T03:51:20,1_2_7,battery,value,100.0
2025-01-05T03:51:20,1_3_10,battery,value,100.0
2025-01-05T03:52:31,1_2_7,battery,value,100.0
2025-01-05T03:52:31,1_3_10,battery,value,100.0
2025-01-05T03:54:01,1_2_7,battery,value,100.0
2025-01-05T03:54:01,1_3_10,battery,value,100.0
2025-01-05T03:55:28,1_2_7,battery,value,100.0
2025-01-05T03:55:28,1_3_10,battery,value,100.0
2025-01-05T03:56:42,1_2_7,battery,value,100.0
2025-01-05T03:56:42,1_3_10,battery,value,100.0
2025-01-05T03:57:44,1_2_7,battery,value,100.0
2025-01-05T03:57:44,1_3_10,battery,value,100.0
2025-01-05T03:59:01,1_2_7,battery,value,100.0
2025-01-05T03:59:01,1_3_10,battery,value,100.0
2025-01-05T04:00:29,1_2_7,battery,value,99.97
2025-01-05T04:00:29,1_3_10,battery,value,99.97
2025-01-05T04:01:51,1_2_7,battery,value,99.94
2025-01-05T04:01:51,1_3_10,battery,value,99.92
2025-01-05T04:02:53,1_2_7,battery,value,99.9
2025-01-05T04:02:53,1_3_10,battery,value,99.91
2025-01-05T04:04:13,1_2_7,battery,value,99.85
2025-01-05T04:04:13,1_3_10,battery,value,99.89
2025-01-05T04:05:30,1_2_7,battery,value,99.83
2025-01-05T04:05:30,1_3_10,battery,value,99.86
2025-01-05T04:06:47,1_2_7,battery,value,99.8
2025-01-05T04:06:47,1_3_10,battery,value,99.83
2025-01-05T04:08:17,1_2_7,battery,value,99.76
2025-01-05T04:08:17,1_3_10,battery,value,99.82
2025-01-05T04:09:41,1_2_7,battery,value,99.72
2025-01-05T04:09:41,1_3_10,battery,value,99.8
2025-01-05T04:10:41,1_2_7,battery,value,99.71
2025-01-05T04:10:41,1_3_10,battery,value,99.77
2025-01-05T04:12:03,1_2_7,battery,value,99.69
2025-01-05T04:12:03,1_3_10,battery,value,99.76
2025-01-05T04:13:22,1_2_7,battery,value,99.67
2025-01-05T04:13:22,1_3_10,battery,value,99.71
2025-01-05T04:14:48,1_2_7,battery,value,99.64
2025-01-05T04:14:48,1_3_10,battery,value,99.7
2025-01-05T04:16:07,1_2_7,battery,value,99.63
2025-01-05T04:16:07,1_3_10,battery,value,99.67
2025-01-05T04:17:16,1_2_7,battery,value,99.58
2025-01-05T04:17:16,1_3_10,battery,value,99.62
2025-01-05T04:18:35,1_2_7,battery,value,99.54
2025-01-05T04:18:35,1_3_10,battery,value,99.59
2025-01-05T04:19:52,1_2_7,battery,value,99.52
2025-01-05T04:19:52,1_3_10,battery,value,99.56
2025-01-05T04:21:15,1_2_7,battery,value,99.51
2025-01-05T04:21:15,1_3_10,battery,value,99.53
2025-01-05T04:22:28,1_2_7,battery,value,99.48
2025-01-05T04:22:28,1_3_10,battery,value,99.52
2025-01-05T04:23:29,1_2_7,battery,value,99.46
2025-01-05T04:23:29,1_3_10,battery,value,99.48
2025-01-05T04:24:57,1_2_7,battery,value,99.43
2025-01-05T04:24:57,1_3_10,battery,value,99.43
2025-01-05T04:26:01,1_2_7,battery,value,99.4
2025-01-05T04:26:01,1_3_10,battery,value,99.38
2025-01-05T04:27:16,1_2_7,battery,value,99.37
2025-01-05T04:27:16,1_3_10,battery,value,99.34
2025-01-05T04:28:40,1_2_7,battery,value,99.35
2025-01-05T04:28:40,1_3_10,battery,value,99.32
2025-01-05T04:29:43,1_2_7,battery,value,99.31
2025-01-05T04:29:43,1_3_10,battery,value,99.3
2025-01-05T04:30:43,1_2_7,battery,value,99.3
2025-01-05T04:30:43,1_3_10,battery,value,99.25
2025-01-05T04:32:11,1_2_7,battery,value,99.27
2025-01-05T04:32:11,1_3_10,battery,value,99.24
2025-01-05T04:33:17,1_2_7,battery,value,99.24
2025-01-05T04:33:17,1_3_10,battery,value,99.22
2025-01-05T04:34:20,1_2_7,battery,value,99.23
2025-01-05T04:34:20,1_3_10,battery,value,99.21
2025-01-05T04:35:32,1_2_7,battery,value,99.22
2025-01-05T04:35:32,1_3_10,battery,value,99.17
2025-01-05T04:36:34,1_2_7,battery,value,99.2
2025-01-05T04:36:34,1_3_10,battery,value,99.14
2025-01-05T04:37:42,1_2_7,battery,value,99.15
2025-01-05T04:37:42,1_3_10,battery,value,99.11
2025-01-05T04:38:42,1_2_7,battery,value,99.11
2025-01-05T04:38:42,1_3_10,battery,value,99.09
2025-01-05T04:40:06,1_2_7,battery,value,99.07
2025-01-05T04:40:06,1_3_10,battery,value,99.05
2025-01-05T04:41:28,1_2_7,battery,value,99.05
2025-01-05T04:41:28,1_3_10,battery,value,99.0
2025-01-05T04:42:37,1_2_7,battery,value,99.04
2025-01-05T04:42:37,1_3_10,battery,value,98.99
2025-01-05T04:43:43,1_2_7,battery,value,99.0
2025-01-05T04:43:43,1_3_10,battery,value,98.96
2025-01-05T04:45:10,1_2_7,battery,value,98.96
2025-01-05T04:45:10,1_3_10,battery,value,98.92
2025-01-05T04:46:40,1_2_7,battery,value,98.92
2025-01-05T04:46:40,1_3_10,battery,value,98.89
2025-01-05T04:47:56,1_2_7,battery,value,98.88
2025-01-05T04:47:56,1_3_10,battery,value,98.86
2025-01-05T04:49:22,1_2_7,battery,value,98.84
2025-01-05T04:49:22,1_3_10,battery,value,98.82
2025-01-05T04:50:29,1_2_7,battery,value,98.81
2025-01-05T04:50:29,1_3_10,battery,value,98.78
2025-01-05T04:51:47,1_2_7,battery,value,98.77
2025-01-05T04:51:47,1_3_10,battery,value,98.76
2025-01-05T04:52:50,1_2_7,battery,value,98.75
2025-01-05T04:52:50,1_3_10,battery,value,98.73
2025-01-05T04:54:20,1_2_7,battery,value,98.74
2025-01-05T04:54:20,1_3_10,battery,value,98.69
2025-01-05T04:55:31,1_2_7,battery,value,98.69
2025-01-05T04:55:31,1_3_10,battery,value,98.66
2025-01-05T04:57:00,1_2_7,battery,value,98.68
2025-01-05T04:57:00,1_3_10,battery,value,98.63
2025-01-05T04:58:28,1_2_7,battery,value,98.65
2025-01-05T04:58:28,1_3_10,battery,value,98.62
2025-01-05T04:59:29,1_2_7,battery,value,98.63
2025-01-05T04:59:29,1_3_10,battery,value,98.6
2025-01-05T05:00:43,1_2_7,battery,value,98.61
2025-01-05T05:00:43,1_3_10,battery,value,98.58
2025-01-05T05:02:08,1_2_7,battery,value,98.59
2025-01-05T05:02:08,1_3_10,battery,value,98.55
2025-01-05T05:03:36,1_2_7,battery,value,98.56
2025-01-05T05:03:36,1_3_10,battery,value,98.51
2025-01-05T05:05:00,1_2_7,battery,value,98.52
2025-01-05T05:05:00,1_3_10,battery,value,98.46
2025-01-05T05:06:28,1_2_7,battery,value,98.48
2025-01-05T05:06:28,1_3_10,battery,value,98.45
2025-01-05T05:07:42,1_2_7,battery,value,98.44
2025-01-05T05:07:42,1_3_10,battery,value,98.43
2025-01-05T05:09:03,1_2_7,battery,value,98.42
2025-01-05T05:09:03,1_3_10,battery,value,98.39
2025-01-05T05:10:26,1_2_7,battery,value,98.4
2025-01-05T05:10:26,1_3_10,battery,value,98.36
